Description,Year,Quarter,Month,DateofWeek,Hour,UnitPrice,Country,Discount,PaymentMethod,ShippingCost,Category,ShipmentProvider,WarehouseLocation,Actual_Quantity,Predicted_Quantity
Blue Pen,2022,Q3,Sep,Thu,2,26.86,France,0.16,Bank Transfer,11.21,Stationery,Royal Mail,London,25,23.98
T-shirt,2023,Q2,Apr,Tue,3,16.42,Netherlands,0.18,paypall,19.99,Electronics,DHL,Amsterdam,47,29.53
USB Cable,2020,Q3,Sep,Fri,7,91.2,Italy,0.31,Bank Transfer,26.02,Electronics,FedEx,Paris,43,25.28
USB Cable,2024,Q3,Sep,Mon,22,43.49,Portugal,0.39,Credit Card,20.42,Electronics,Royal Mail,London,46,23.55
USB Cable,2022,Q4,Dec,Tue,23,88.92,Netherlands,0.44,Bank Transfer,18.15,Apparel,Royal Mail,Berlin,1,26.7
Wireless Mouse,2020,Q2,Apr,Wed,5,-85.81,Norway,1.427071643,paypall,,Accessories,UPS,,-20,-24.62
Wireless Mouse,2023,Q1,Feb,Sat,3,50.42,France,0.23,paypall,25.59,Electronics,UPS,Rome,29,27.21
Office Chair,2021,Q4,Nov,Wed,1,23.52,Norway,0.0,Credit Card,27.35,Electronics,UPS,Rome,41,24.39
Backpack,2021,Q4,Dec,Sat,19,75.81,Spain,0.08,Bank Transfer,15.91,Furniture,UPS,Amsterdam,34,28.54
Wall Clock,2020,Q2,Jun,Sat,11,72.82,Australia,0.32,paypall,28.22,Stationery,FedEx,Paris,45,24.49
Desk Lamp,2021,Q4,Oct,Sun,23,15.22,Netherlands,0.26,paypall,14.15,Accessories,FedEx,Rome,14,24.99
T-shirt,2022,Q3,Sep,Tue,20,23.12,France,0.43,Bank Transfer,6.51,Electronics,FedEx,Paris,30,23.51
Wall Clock,2020,Q1,Jan,Thu,9,10.32,France,0.01,Credit Card,28.9,Stationery,DHL,Rome,14,25.96
Office Chair,2023,Q2,Jun,Thu,7,5.15,France,0.37,Credit Card,5.88,Accessories,DHL,Rome,10,28.33
Desk Lamp,2022,Q2,May,Fri,10,35.83,Sweden,0.45,Bank Transfer,22.5,Stationery,Royal Mail,London,12,24.63
Notebook,2021,Q4,Dec,Mon,18,62.15,Norway,0.06,paypall,21.91,Apparel,Royal Mail,London,25,26.95
Wall Clock,2022,Q1,Feb,Mon,12,-34.22,Australia,1.951161942,Bank Transfer,,Electronics,UPS,,-3,-26.35
Wall Clock,2020,Q3,Aug,Thu,1,84.31,Portugal,0.33,Credit Card,18.85,Electronics,Royal Mail,London,31,21.25
Desk Lamp,2024,Q4,Oct,Mon,0,56.38,Netherlands,0.32,Credit Card,19.0,Furniture,UPS,,6,27.9
Headphones,2020,Q2,May,Fri,12,96.78,United States,0.21,paypall,17.97,Electronics,UPS,London,46,29.06
T-shirt,2024,Q1,Feb,Mon,13,19.58,France,0.08,paypall,26.01,Furniture,Royal Mail,Amsterdam,42,25.38
Blue Pen,2022,Q1,Mar,Sun,18,77.72,Belgium,0.33,Credit Card,13.47,Stationery,Royal Mail,Rome,25,21.64
T-shirt,2022,Q1,Feb,Mon,14,8.75,Norway,0.45,Bank Transfer,24.83,Furniture,FedEx,,42,28.45
USB Cable,2022,Q3,Jul,Sun,20,19.54,Germany,0.36,Credit Card,11.82,Stationery,UPS,Berlin,2,24.06
White Mug,2023,Q3,Jul,Sun,11,29.85,United Kingdom,0.21,Credit Card,21.63,Accessories,FedEx,London,42,23.7
USB Cable,2020,Q1,Mar,Thu,16,37.28,Portugal,0.07,Credit Card,17.96,Electronics,FedEx,Paris,29,25.81
Wall Clock,2023,Q3,Sep,Wed,3,75.57,Australia,0.13,Credit Card,19.19,Apparel,Royal Mail,Berlin,13,22.34
Desk Lamp,2021,Q2,Jun,Tue,10,36.87,United States,0.39,Bank Transfer,23.14,Stationery,DHL,London,17,25.14
T-shirt,2023,Q4,Nov,Wed,23,88.36,Portugal,0.02,paypall,27.71,Apparel,UPS,Rome,23,27.27
Headphones,2023,Q1,Jan,Tue,7,53.93,Netherlands,0.25,Credit Card,16.04,Accessories,DHL,London,16,25.6
Desk Lamp,2022,Q1,Jan,Wed,22,74.02,Italy,0.38,Credit Card,13.65,Electronics,DHL,Paris,48,26.07
White Mug,2023,Q1,Jan,Tue,8,-39.29,Belgium,1.845676287,paypall,,Furniture,FedEx,,-19,-31.57
Backpack,2021,Q2,Apr,Thu,12,-61.62,Spain,1.302561746,Bank Transfer,,Stationery,UPS,,-36,-22.37
Blue Pen,2023,Q4,Dec,Thu,16,94.66,Australia,0.1,Credit Card,,Stationery,FedEx,,-29,-23.59
Office Chair,2023,Q3,Aug,Sun,19,12.17,Sweden,0.13,Credit Card,5.12,Accessories,DHL,Amsterdam,25,27.84
Desk Lamp,2023,Q3,Jul,Thu,3,73.41,Portugal,0.24,paypall,21.01,Accessories,Royal Mail,Rome,31,25.26
Wireless Mouse,2021,Q2,Apr,Sat,20,1.87,Portugal,0.18,Credit Card,10.02,Accessories,FedEx,Paris,15,23.03
Wireless Mouse,2020,Q1,Jan,Tue,0,24.99,Belgium,0.34,Credit Card,21.83,Accessories,DHL,Amsterdam,30,22.6
Headphones,2024,Q1,Mar,Mon,20,60.14,Norway,0.49,paypall,20.64,Furniture,Royal Mail,Amsterdam,8,25.47
T-shirt,2024,Q4,Oct,Mon,15,65.18,United Kingdom,0.46,Bank Transfer,24.36,Stationery,FedEx,Paris,41,25.77
Backpack,2022,Q2,Jun,Thu,2,57.51,Italy,0.35,paypall,11.59,Apparel,UPS,,42,24.98
Blue Pen,2024,Q3,Aug,Sat,16,3.49,Belgium,0.38,paypall,20.72,Stationery,DHL,Paris,12,25.06
USB Cable,2022,Q4,Nov,Thu,14,19.8,Germany,0.33,Credit Card,21.41,Furniture,FedEx,Paris,27,26.78
Wireless Mouse,2021,Q4,Nov,Thu,3,-46.79,United Kingdom,0.33,paypall,,Stationery,FedEx,,-17,-23.03
Backpack,2020,Q3,Jul,Tue,18,-53.26,Netherlands,0.05,Bank Transfer,,Furniture,Royal Mail,,-38,-30.0
Wall Clock,2024,Q2,Apr,Fri,6,87.78,United Kingdom,0.0,Bank Transfer,25.42,Apparel,DHL,Berlin,49,24.32
Notebook,2021,Q4,Nov,Mon,19,28.06,Portugal,0.48,Credit Card,12.69,Apparel,Royal Mail,Paris,12,27.48
Wall Clock,2024,Q3,Sep,Thu,15,-79.77,United Kingdom,1.448022559,Bank Transfer,,Electronics,FedEx,,-31,-17.42
White Mug,2022,Q1,Feb,Fri,5,24.24,Belgium,0.01,Bank Transfer,8.3,Stationery,Royal Mail,Paris,38,21.68
Desk Lamp,2020,Q3,Aug,Thu,10,33.01,Belgium,0.23,Credit Card,27.98,Accessories,DHL,London,41,25.06
Blue Pen,2020,Q4,Nov,Fri,4,79.41,Portugal,0.1,paypall,,Furniture,UPS,,-24,-23.49
USB Cable,2022,Q1,Jan,Thu,3,87.24,Australia,0.1,Bank Transfer,13.56,Stationery,UPS,Amsterdam,2,22.1
White Mug,2024,Q2,May,Sat,13,81.71,Belgium,0.39,Credit Card,,Stationery,UPS,,-46,-24.65
Backpack,2020,Q2,Apr,Thu,19,12.14,Spain,0.18,Credit Card,14.73,Accessories,UPS,London,7,24.96
Office Chair,2020,Q3,Aug,Sat,23,74.2,Norway,0.13,paypall,18.62,Stationery,FedEx,Berlin,6,25.4
Office Chair,2021,Q4,Oct,Sat,1,36.19,Australia,0.25,paypall,5.2,Stationery,FedEx,Paris,44,24.39
Desk Lamp,2020,Q2,Apr,Wed,23,32.32,Belgium,0.19,Credit Card,19.37,Stationery,FedEx,Rome,8,24.64
Blue Pen,2020,Q4,Dec,Wed,6,88.4,Belgium,0.0,Credit Card,10.83,Furniture,Royal Mail,,4,24.6
White Mug,2023,Q3,Jul,Wed,17,37.45,Belgium,0.28,paypall,6.13,Electronics,DHL,Rome,34,25.9
Desk Lamp,2024,Q3,Aug,Fri,18,92.06,France,0.0,Credit Card,12.47,Electronics,UPS,Amsterdam,5,27.13
Wall Clock,2024,Q1,Feb,Fri,13,39.18,United Kingdom,0.41,Bank Transfer,20.82,Furniture,Royal Mail,Paris,16,25.63
Wall Clock,2021,Q1,Feb,Fri,18,-57.41,United Kingdom,1.764902388,Bank Transfer,,Stationery,DHL,,-5,-22.06
White Mug,2022,Q3,Jul,Sat,16,40.23,Norway,0.43,Bank Transfer,22.73,Electronics,FedEx,,41,21.81
Desk Lamp,2020,Q3,Sep,Sun,21,23.32,Germany,0.35,Bank Transfer,21.57,Apparel,FedEx,Amsterdam,29,25.69
T-shirt,2021,Q1,Feb,Thu,13,77.63,Italy,0.09,Bank Transfer,16.57,Apparel,UPS,Rome,9,24.87
Backpack,2024,Q2,Jun,Mon,17,62.24,United Kingdom,0.4,Credit Card,11.99,Furniture,DHL,Rome,48,23.09
Office Chair,2023,Q1,Jan,Wed,10,46.82,France,0.44,Bank Transfer,11.68,Electronics,FedEx,,3,31.25
Notebook,2020,Q3,Sep,Wed,4,11.24,United Kingdom,0.3,Bank Transfer,18.6,Stationery,DHL,Rome,39,25.63
Desk Lamp,2020,Q1,Jan,Fri,23,2.27,Italy,0.26,Credit Card,20.52,Electronics,FedEx,Rome,24,25.9
T-shirt,2023,Q3,Aug,Thu,16,28.42,Italy,0.39,Credit Card,5.88,Apparel,UPS,Rome,10,25.9
USB Cable,2021,Q3,Aug,Wed,10,33.97,Portugal,0.42,Credit Card,20.42,Stationery,DHL,Amsterdam,47,24.71
T-shirt,2020,Q2,May,Sat,20,23.73,Australia,0.13,Bank Transfer,22.93,Accessories,UPS,Amsterdam,36,25.06
Office Chair,2024,Q4,Oct,Thu,11,84.78,Italy,0.49,paypall,28.78,Electronics,UPS,Amsterdam,46,22.92
White Mug,2020,Q2,May,Sun,14,45.67,Australia,0.03,Bank Transfer,23.69,Accessories,Royal Mail,Paris,22,23.09
Wireless Mouse,2023,Q4,Nov,Wed,12,62.83,United Kingdom,0.4,Bank Transfer,15.67,Apparel,FedEx,Rome,30,24.9
White Mug,2023,Q3,Sep,Mon,3,96.83,France,0.35,paypall,16.98,Stationery,FedEx,Berlin,25,25.5
Headphones,2023,Q4,Oct,Thu,7,94.24,Australia,0.49,paypall,29.42,Electronics,DHL,Rome,19,24.05
Office Chair,2021,Q1,Feb,Sat,21,70.48,Germany,0.23,paypall,6.71,Stationery,UPS,Amsterdam,21,23.42
USB Cable,2022,Q3,Aug,Fri,5,12.65,France,0.24,Credit Card,28.04,Furniture,DHL,Paris,11,25.02
Backpack,2020,Q4,Oct,Fri,6,49.55,Sweden,0.01,paypall,18.23,Furniture,FedEx,Rome,37,26.96
Wireless Mouse,2023,Q3,Jul,Sun,15,89.19,Netherlands,0.12,Bank Transfer,29.78,Stationery,UPS,Rome,17,22.78
Blue Pen,2024,Q2,May,Tue,2,92.89,France,0.36,Credit Card,14.5,Stationery,UPS,Berlin,33,24.79
USB Cable,2020,Q1,Jan,Thu,19,9.08,France,0.04,Bank Transfer,18.69,Apparel,Royal Mail,Rome,16,24.17
Blue Pen,2021,Q4,Oct,Mon,0,45.51,Australia,0.29,Credit Card,23.03,Electronics,UPS,,22,27.34
Wall Clock,2023,Q3,Jul,Thu,21,-7.52,Portugal,0.37,Credit Card,,Furniture,UPS,,-32,-23.47
Notebook,2021,Q3,Jul,Tue,4,13.48,United States,0.2,Credit Card,28.8,Electronics,DHL,London,30,25.45
USB Cable,2024,Q4,Nov,Sat,23,75.13,Germany,0.28,Credit Card,26.8,Furniture,DHL,Berlin,21,23.61
T-shirt,2022,Q3,Sep,Sun,7,74.15,Spain,0.27,Credit Card,20.53,Furniture,Royal Mail,Paris,12,26.67
White Mug,2020,Q1,Jan,Tue,0,81.18,Belgium,0.28,Bank Transfer,21.57,Stationery,DHL,Paris,24,24.13
Backpack,2023,Q1,Mar,Thu,4,9.35,Belgium,0.12,Credit Card,9.74,Accessories,FedEx,Amsterdam,29,25.29
Notebook,2023,Q3,Sep,Tue,16,95.83,France,0.48,Credit Card,11.38,Apparel,Royal Mail,Amsterdam,47,28.34
Backpack,2020,Q4,Nov,Tue,4,83.13,Italy,0.44,Credit Card,20.6,Stationery,FedEx,London,23,26.61
Desk Lamp,2022,Q4,Dec,Wed,6,7.75,Netherlands,0.43,Credit Card,7.9,Electronics,DHL,London,47,23.22
Headphones,2021,Q3,Aug,Fri,4,81.58,Norway,0.33,Bank Transfer,19.29,Accessories,Royal Mail,Rome,20,22.0
Wireless Mouse,2023,Q1,Mar,Tue,8,1.56,United States,0.37,Bank Transfer,6.59,Apparel,DHL,Rome,6,23.98
Wireless Mouse,2022,Q1,Mar,Thu,3,60.03,Portugal,0.02,paypall,17.91,Stationery,Royal Mail,Amsterdam,42,22.36
Wireless Mouse,2021,Q1,Feb,Sat,23,64.78,Netherlands,0.01,paypall,11.81,Furniture,UPS,Berlin,45,26.88
Desk Lamp,2023,Q3,Aug,Sun,11,46.41,United States,0.5,Credit Card,25.62,Stationery,FedEx,London,41,28.44
Wall Clock,2022,Q4,Nov,Tue,1,16.8,Sweden,0.44,Bank Transfer,28.3,Accessories,DHL,Berlin,49,23.87
Headphones,2020,Q3,Sep,Wed,14,90.81,Australia,0.23,Credit Card,8.65,Accessories,Royal Mail,London,33,23.64
Office Chair,2020,Q3,Aug,Tue,6,86.25,Norway,0.5,Bank Transfer,26.59,Apparel,DHL,London,40,26.99
Notebook,2023,Q3,Sep,Fri,2,44.11,Italy,0.28,paypall,,Apparel,UPS,,-41,-25.79
Desk Lamp,2024,Q2,Apr,Wed,2,55.81,Portugal,0.43,Credit Card,28.36,Electronics,DHL,Berlin,11,20.3
T-shirt,2021,Q3,Sep,Thu,2,21.59,Norway,0.36,Bank Transfer,9.94,Apparel,DHL,Amsterdam,32,26.46
USB Cable,2020,Q1,Mar,Sun,5,6.53,Sweden,0.21,Bank Transfer,16.31,Accessories,UPS,London,29,24.0
Notebook,2021,Q3,Sep,Fri,16,71.87,Germany,0.04,Credit Card,7.99,Electronics,DHL,London,10,25.93
Headphones,2020,Q3,Jul,Sun,0,56.61,United States,0.22,paypall,12.42,Stationery,FedEx,Amsterdam,21,24.13
Headphones,2020,Q1,Feb,Tue,15,59.0,Spain,0.29,Bank Transfer,22.38,Stationery,UPS,Amsterdam,42,26.85
T-shirt,2023,Q4,Nov,Wed,23,78.34,United Kingdom,0.1,paypall,9.49,Electronics,Royal Mail,Amsterdam,43,26.39
Office Chair,2020,Q4,Nov,Sat,18,21.57,Norway,0.08,Bank Transfer,24.73,Furniture,Royal Mail,London,4,22.37
Desk Lamp,2022,Q2,Apr,Thu,21,24.7,Spain,0.28,Bank Transfer,13.39,Accessories,DHL,Rome,4,21.34
Office Chair,2020,Q1,Mar,Sun,16,70.74,Australia,0.44,Bank Transfer,15.19,Electronics,FedEx,London,24,25.71
Wireless Mouse,2024,Q2,Jun,Tue,23,37.17,Spain,0.29,Bank Transfer,26.42,Apparel,Royal Mail,Berlin,38,23.57
Office Chair,2024,Q2,Apr,Thu,19,78.23,Sweden,0.5,Bank Transfer,27.9,Accessories,UPS,Rome,19,27.8
Office Chair,2023,Q1,Jan,Fri,17,41.46,Sweden,0.47,Credit Card,23.31,Furniture,DHL,Berlin,24,21.67
Notebook,2024,Q1,Jan,Mon,16,91.74,Norway,0.44,Credit Card,19.12,Apparel,FedEx,London,1,25.84
White Mug,2021,Q1,Mar,Sun,20,31.49,Germany,0.42,Credit Card,18.66,Furniture,Royal Mail,London,7,27.47
Notebook,2023,Q3,Sep,Sun,1,27.25,Italy,0.33,Credit Card,20.68,Electronics,FedEx,Rome,8,25.47
Blue Pen,2023,Q2,May,Sun,16,90.61,Australia,0.23,Credit Card,13.47,Stationery,Royal Mail,London,28,18.49
Desk Lamp,2020,Q4,Oct,Sun,17,16.93,France,0.2,Bank Transfer,10.11,Apparel,FedEx,Paris,17,25.96
White Mug,2020,Q3,Aug,Wed,11,31.16,Spain,0.42,Credit Card,26.96,Stationery,UPS,Amsterdam,40,24.56
Blue Pen,2021,Q2,May,Fri,10,21.38,Norway,0.28,Bank Transfer,22.2,Stationery,FedEx,Rome,42,22.81
Wall Clock,2022,Q3,Aug,Wed,11,47.51,United Kingdom,0.33,Credit Card,8.65,Electronics,DHL,London,5,22.35
Wireless Mouse,2022,Q4,Dec,Thu,11,89.75,Australia,0.1,Bank Transfer,26.15,Electronics,DHL,Rome,36,24.01
White Mug,2022,Q2,Jun,Sun,15,57.97,Netherlands,0.42,Bank Transfer,9.17,Accessories,FedEx,Rome,14,27.22
Blue Pen,2021,Q3,Sep,Sat,0,1.73,France,0.22,Bank Transfer,24.06,Apparel,FedEx,Amsterdam,26,24.23
Wireless Mouse,2022,Q4,Oct,Thu,7,50.64,Portugal,0.34,Bank Transfer,14.73,Furniture,UPS,Paris,10,21.84
Wall Clock,2022,Q1,Feb,Sun,5,63.9,Sweden,0.25,Credit Card,18.21,Furniture,FedEx,Paris,31,25.52
Headphones,2024,Q3,Jul,Sun,13,96.15,Spain,0.11,Bank Transfer,27.77,Electronics,DHL,London,4,28.68
T-shirt,2021,Q4,Oct,Sat,21,35.07,Portugal,0.06,Credit Card,8.61,Stationery,FedEx,Amsterdam,37,22.8
Wireless Mouse,2024,Q3,Aug,Sat,5,71.41,United Kingdom,0.07,Bank Transfer,28.9,Apparel,FedEx,,40,25.05
Notebook,2024,Q3,Jul,Tue,3,7.45,United Kingdom,0.0,Credit Card,14.35,Electronics,Royal Mail,London,12,19.4
Headphones,2020,Q3,Aug,Wed,20,96.84,United States,0.09,Bank Transfer,9.67,Apparel,Royal Mail,London,28,24.61
USB Cable,2020,Q2,Jun,Mon,4,88.49,Portugal,0.32,Credit Card,26.58,Stationery,UPS,Berlin,27,22.33
Desk Lamp,2020,Q2,Apr,Mon,20,83.52,United Kingdom,0.44,paypall,27.37,Stationery,FedEx,Rome,32,26.5
USB Cable,2020,Q3,Aug,Wed,18,67.69,Norway,0.44,paypall,26.34,Apparel,DHL,Rome,37,23.08
Headphones,2020,Q1,Jan,Thu,4,14.2,United States,0.46,Bank Transfer,6.51,Furniture,Royal Mail,London,2,26.35
T-shirt,2022,Q1,Mar,Fri,12,43.48,United States,0.38,Credit Card,,Furniture,DHL,,-27,-26.68
Wall Clock,2023,Q2,Jun,Sat,21,77.86,Belgium,0.11,Credit Card,5.39,Stationery,DHL,Berlin,36,24.54
Backpack,2022,Q3,Sep,Thu,3,95.02,Norway,0.48,paypall,10.57,Electronics,FedEx,Berlin,1,27.57
Desk Lamp,2020,Q2,Apr,Thu,13,34.28,United States,0.14,Credit Card,18.63,Accessories,DHL,Berlin,33,22.85
Backpack,2023,Q3,Jul,Mon,13,47.49,Sweden,0.46,paypall,12.76,Accessories,UPS,Berlin,28,23.71
Office Chair,2022,Q4,Oct,Thu,15,68.01,Spain,0.32,Bank Transfer,9.81,Accessories,DHL,Amsterdam,13,26.14
Notebook,2023,Q1,Mar,Wed,16,32.79,Spain,0.11,Credit Card,17.55,Apparel,FedEx,Rome,32,24.01
USB Cable,2021,Q4,Nov,Fri,4,83.17,France,0.41,Credit Card,8.74,Electronics,UPS,Amsterdam,36,30.11
White Mug,2022,Q2,Apr,Thu,18,15.91,United Kingdom,0.05,Bank Transfer,17.5,Stationery,DHL,Amsterdam,34,27.04
Headphones,2023,Q4,Dec,Tue,20,87.35,Portugal,0.09,Bank Transfer,13.79,Accessories,Royal Mail,London,9,22.32
Backpack,2023,Q1,Feb,Fri,3,19.37,Norway,0.13,Credit Card,6.38,Electronics,UPS,London,24,24.65
Desk Lamp,2023,Q1,Jan,Mon,7,48.22,Netherlands,0.46,paypall,8.79,Electronics,DHL,Amsterdam,28,25.24
Backpack,2022,Q4,Dec,Thu,21,26.0,Netherlands,0.03,Credit Card,27.19,Stationery,Royal Mail,Amsterdam,21,22.54
Blue Pen,2020,Q2,May,Wed,2,69.77,United Kingdom,0.01,paypall,13.91,Apparel,Royal Mail,Amsterdam,33,26.73
USB Cable,2021,Q1,Mar,Tue,4,28.41,United Kingdom,0.33,paypall,6.66,Stationery,DHL,Berlin,18,23.93
Backpack,2021,Q2,Jun,Sat,8,56.19,Germany,0.39,Bank Transfer,,Apparel,UPS,,-39,-35.18
USB Cable,2023,Q1,Feb,Tue,17,85.9,Netherlands,0.21,Bank Transfer,15.98,Stationery,Royal Mail,Paris,48,25.14
USB Cable,2023,Q2,May,Sun,10,38.8,Spain,0.26,Bank Transfer,18.7,Accessories,Royal Mail,Paris,22,24.97
Notebook,2024,Q3,Sep,Fri,22,21.47,Spain,0.11,paypall,8.33,Accessories,FedEx,Berlin,23,27.05
Headphones,2022,Q2,May,Sat,1,58.14,United States,0.13,Bank Transfer,5.59,Stationery,FedEx,Berlin,43,24.18
Wireless Mouse,2022,Q4,Dec,Wed,0,1.17,Australia,0.41,Bank Transfer,23.02,Apparel,Royal Mail,Berlin,39,26.26
USB Cable,2021,Q1,Feb,Thu,4,78.37,Norway,0.4,Bank Transfer,22.75,Apparel,DHL,London,48,25.76
Wall Clock,2022,Q4,Oct,Mon,21,-89.57,Belgium,1.071776647,paypall,,Electronics,FedEx,,-50,-24.84
Notebook,2020,Q1,Feb,Tue,11,4.21,Spain,0.04,paypall,11.9,Electronics,FedEx,Berlin,16,23.15
Backpack,2020,Q2,Apr,Sun,0,12.6,France,0.2,paypall,8.95,Apparel,FedEx,Berlin,20,27.45
Blue Pen,2024,Q4,Oct,Wed,15,8.72,Norway,0.06,Bank Transfer,22.17,Furniture,Royal Mail,Berlin,10,23.89
Blue Pen,2023,Q4,Oct,Sat,0,39.96,France,0.06,paypall,21.31,Apparel,DHL,Amsterdam,16,26.04
White Mug,2023,Q1,Jan,Fri,0,75.65,France,0.32,Bank Transfer,14.09,Furniture,FedEx,Rome,18,24.06
White Mug,2024,Q4,Oct,Fri,12,56.09,United States,0.19,Bank Transfer,,Stationery,FedEx,,-31,-25.9
USB Cable,2021,Q4,Dec,Fri,5,64.26,Sweden,0.4,Bank Transfer,14.43,Stationery,UPS,Paris,49,24.97
Wall Clock,2021,Q3,Aug,Sat,2,62.13,Netherlands,0.4,Credit Card,26.49,Apparel,UPS,,24,24.66
Blue Pen,2024,Q1,Feb,Wed,19,2.4,United States,0.08,Credit Card,25.33,Furniture,Royal Mail,Rome,40,21.97
Wall Clock,2024,Q1,Mar,Tue,3,25.63,Spain,0.28,Bank Transfer,11.79,Electronics,FedEx,Rome,42,27.29
USB Cable,2024,Q1,Mar,Sat,1,51.79,United Kingdom,0.04,paypall,20.83,Electronics,DHL,Berlin,4,23.79
Blue Pen,2022,Q3,Aug,Sun,14,53.48,Belgium,0.34,Bank Transfer,14.79,Apparel,Royal Mail,Berlin,46,21.6
T-shirt,2022,Q4,Nov,Mon,1,77.08,United States,0.37,paypall,13.02,Stationery,UPS,Paris,48,24.57
Headphones,2022,Q3,Aug,Fri,9,58.87,Germany,0.38,Credit Card,13.15,Apparel,UPS,Paris,15,25.85
Office Chair,2024,Q1,Jan,Mon,10,8.99,United States,0.18,Bank Transfer,14.85,Apparel,UPS,Amsterdam,46,23.26
Wireless Mouse,2020,Q4,Nov,Tue,2,99.03,United States,0.42,paypall,18.29,Apparel,DHL,London,48,25.36
T-shirt,2024,Q1,Mar,Mon,17,93.88,Italy,0.37,Credit Card,,Furniture,UPS,,-28,-16.49
USB Cable,2023,Q3,Sep,Mon,18,3.7,United States,0.2,Credit Card,20.77,Accessories,UPS,Rome,37,24.86
Backpack,2024,Q2,Apr,Sat,7,57.78,United Kingdom,0.26,paypall,21.0,Stationery,Royal Mail,Rome,23,24.3
Blue Pen,2021,Q2,May,Thu,8,6.68,Portugal,0.43,Credit Card,6.95,Apparel,UPS,London,10,25.61
Desk Lamp,2021,Q4,Nov,Wed,3,75.06,Germany,0.33,paypall,25.19,Apparel,Royal Mail,Berlin,1,28.51
Headphones,2021,Q2,May,Wed,19,17.89,Norway,0.14,Bank Transfer,,Electronics,Royal Mail,,-45,-24.18
Office Chair,2023,Q2,Apr,Sat,21,54.95,Portugal,0.35,paypall,14.06,Furniture,UPS,Berlin,25,26.63
Blue Pen,2024,Q2,Jun,Thu,16,76.19,Portugal,0.14,Bank Transfer,15.6,Accessories,UPS,Paris,24,27.58
T-shirt,2024,Q3,Jul,Mon,18,48.11,United Kingdom,0.16,Credit Card,,Furniture,DHL,,-7,-20.62
Desk Lamp,2021,Q2,Jun,Fri,8,96.49,Germany,0.05,Credit Card,23.19,Electronics,Royal Mail,Paris,38,26.56
USB Cable,2024,Q2,Apr,Wed,15,35.06,France,0.01,Bank Transfer,20.22,Electronics,FedEx,Rome,41,25.6
T-shirt,2021,Q3,Sep,Mon,12,47.0,Sweden,0.25,Credit Card,18.52,Accessories,Royal Mail,Rome,16,26.53
Wall Clock,2022,Q2,Jun,Mon,20,57.25,Germany,0.2,Bank Transfer,16.68,Apparel,Royal Mail,Amsterdam,46,18.24
Headphones,2024,Q1,Feb,Fri,19,34.48,Germany,0.2,Bank Transfer,13.2,Apparel,UPS,Rome,4,25.0
Notebook,2024,Q1,Feb,Thu,21,9.04,Sweden,0.15,paypall,5.87,Furniture,Royal Mail,Rome,33,27.6
Notebook,2022,Q4,Nov,Thu,21,3.73,Netherlands,0.17,paypall,29.72,Furniture,Royal Mail,Paris,12,25.69
T-shirt,2023,Q4,Oct,Sat,7,82.5,United Kingdom,0.49,Credit Card,19.18,Accessories,DHL,London,29,23.79
Notebook,2023,Q3,Aug,Fri,5,18.56,Spain,0.5,Credit Card,13.11,Electronics,FedEx,Rome,27,23.78
White Mug,2020,Q2,May,Fri,5,58.89,Sweden,0.39,Bank Transfer,28.42,Stationery,DHL,Paris,32,25.33
T-shirt,2021,Q1,Mar,Thu,21,16.64,Portugal,0.38,paypall,20.11,Apparel,UPS,Paris,8,22.27
USB Cable,2020,Q4,Dec,Fri,2,78.77,Belgium,0.04,paypall,17.42,Apparel,FedEx,Amsterdam,2,19.58
Blue Pen,2021,Q4,Dec,Sat,16,92.45,Australia,0.11,Bank Transfer,21.58,Electronics,DHL,Amsterdam,10,26.46
Backpack,2020,Q1,Feb,Sun,23,10.1,Australia,0.0,paypall,16.45,Accessories,FedEx,Amsterdam,37,24.23
USB Cable,2020,Q1,Jan,Sun,18,99.88,Italy,0.07,Bank Transfer,8.51,Accessories,Royal Mail,Rome,45,26.06
Backpack,2023,Q4,Dec,Sun,2,2.45,Spain,0.03,Bank Transfer,14.72,Electronics,UPS,Rome,25,25.02
Blue Pen,2020,Q2,Jun,Sun,12,14.7,Netherlands,0.11,Bank Transfer,29.25,Stationery,Royal Mail,Paris,44,23.61
Backpack,2022,Q3,Sep,Tue,12,-19.71,Netherlands,0.31,Bank Transfer,,Furniture,DHL,,-32,-30.95
USB Cable,2022,Q1,Jan,Mon,15,69.19,United States,0.22,Bank Transfer,11.44,Apparel,FedEx,Rome,10,23.96
Blue Pen,2023,Q1,Jan,Fri,0,30.69,France,0.05,Credit Card,6.93,Electronics,UPS,Berlin,30,23.18
USB Cable,2023,Q2,May,Sun,2,75.4,United Kingdom,0.45,Bank Transfer,22.12,Apparel,UPS,Rome,21,24.2
Blue Pen,2023,Q2,May,Sun,15,56.71,Netherlands,0.33,paypall,5.09,Accessories,FedEx,London,9,21.94
Wireless Mouse,2020,Q4,Dec,Wed,9,10.48,France,0.16,paypall,25.89,Furniture,DHL,Paris,36,27.27
Headphones,2021,Q3,Aug,Wed,10,-74.14,Australia,0.21,Bank Transfer,,Furniture,DHL,,-34,-25.24
Desk Lamp,2022,Q3,Aug,Thu,23,52.8,Germany,0.27,Bank Transfer,7.72,Accessories,UPS,London,30,29.85
Wall Clock,2024,Q1,Jan,Thu,10,79.47,France,0.49,paypall,5.84,Electronics,FedEx,Amsterdam,9,23.09
